,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"54,874","805,937","12,877","5,775","106,755","986,218",120584,162724,199957,91864,22392,6524,1855,574,288,760,Haikyuu!! To the Top
1,"52,676","366,136","24,972","27,180","154,581","625,545",43703,52288,89242,75124,28089,11212,3819,1503,643,679,Jibaku Shounen Hanako-kun
2,"37,287","394,711","11,636","25,731","115,047","584,412",20296,36027,80322,93393,45652,21475,10124,4692,2349,1460,Darwin's Game
3,"36,084","353,709","15,232","16,417","160,820","582,262",31841,70167,107729,56423,16892,6037,2526,1054,469,625,Dorohedoro
4,"39,689","403,803","12,945","22,696","84,852","563,985",28282,42193,90056,88210,37613,16410,5996,2381,1085,859,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.
5,"46,329","268,329","17,367","29,347","141,115","502,487",9164,15554,44298,74383,43764,19574,7638,2532,1087,703,Kyokou Suiri
6,"79,259","278,507","15,812","29,804","84,190","487,572",85899,28329,54989,57444,29496,14127,6782,3452,2461,6287,Ishuzoku Reviewers
7,"53,676","229,423","18,034","48,379","109,097","458,609",12034,14305,29937,49116,37653,22253,13640,7097,4255,3525,Plunderer
8,"29,474","194,489","12,526","15,540","139,158","391,187",15041,30987,55488,38611,13487,5274,2019,800,291,299,Id:Invaded
9,"34,315","186,629","15,013","19,961","114,863","370,781",9858,16267,41507,51452,21669,8896,2926,1127,519,427,Rikei ga Koi ni Ochita no de Shoumei shitemita.
10,"35,703","151,209","20,579","18,392","124,219","350,102",19595,36074,47807,25125,8459,3617,1217,478,225,374,Eizouken ni wa Te wo Dasu na!
11,"29,161","142,846","14,604","16,547","99,446","302,604",13717,20910,39018,30374,11450,4637,1341,417,187,195,Somali to Mori no Kamisama
12,"12,983","183,955","4,934","4,570","36,493","242,935",9149,14458,40349,51461,19582,6955,1797,690,282,310,Isekai Quartet 2
13,"23,325","117,007","7,268","4,288","89,881","241,769",18100,22760,32644,16724,4902,1636,502,215,84,154,Toaru Kagaku no Railgun T
14,"15,728","130,549","4,998","10,009","47,108","208,392",5413,7209,20520,35239,20504,9258,3529,1444,740,616,Murenase! Seton Gakuen
15,"18,006","105,103","5,777","19,776","39,973","188,635",2941,3947,9271,19699,20705,13882,7163,3275,1795,1112,Infinite Dendrogram
16,"16,247","77,189","7,757","14,404","64,798","180,395",5902,4362,9523,18517,14312,8276,3573,1874,969,1077,Nekopara
17,"14,134","68,289","7,134","11,707","66,752","168,016",5053,4374,9763,16383,12104,6246,3158,1271,540,466,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden
18,"9,425","66,211","4,091","5,348","48,356","133,431",3967,7523,17761,15719,5978,2485,843,235,129,151,Runway de Waratte
19,"5,609","60,083","2,195","2,493","31,560","101,940",3674,4649,11341,17062,6607,2433,512,187,82,122,Heya Camp△
20,"8,008","29,741","4,136","15,126","39,255","96,266",1104,2166,4449,6995,6383,4337,2571,1148,581,484,Pet
21,"7,867","37,634","4,287","9,614","33,010","92,412",2095,2777,6073,10609,7331,4107,1437,510,215,180,Koisuru Asteroid
22,"7,889","30,002","2,667","10,630","23,611","74,799",679,697,2038,4950,6371,5229,2893,1353,734,451,Majutsushi Orphen Hagure Tabi
23,"5,194","30,171","2,763","4,785","27,499","70,412",1890,2478,5396,7725,4280,2023,681,225,108,108,Housekishou Richard-shi no Nazo Kantei
24,"5,477","26,339","2,301","4,863","25,970","64,950",1530,1624,3332,5423,4279,2707,1225,555,320,259,number24
25,"5,011","24,466","2,409","7,051","22,916","61,853",1305,1361,3003,5372,4766,3101,1391,655,369,273,Boku no Tonari ni Ankoku Hakaishin ga Imasu.
26,"3,374","20,134","1,703","4,076","19,538","48,825",1107,1562,3100,4924,3481,1872,990,426,218,197,22/7
27,"2,703","20,305","1,311","3,213","21,228","48,760",750,1468,3461,5345,3054,1509,653,262,152,155,Kuutei Dragons
28,"3,399","23,521","1,396","2,326","17,160","47,802",1648,2815,5361,5633,2521,1120,411,194,87,132,Oshi ga Budoukan Ittekuretara Shinu
29,"4,168","17,462","1,757","7,932","14,086","45,405",487,343,1090,2320,3646,3628,2515,1271,777,518,Hatena☆Illusion
30,"2,166","22,656",841,852,"12,907","39,422",3169,3823,5683,3397,1220,526,192,116,38,96,BanG Dream! 3rd Season
