,Watching,Completed,On-Hold,Dropped,Plan to Watch,Total,10,9,8,7,6,5,4,3,2,1,Title
0,"90,039","851,553","22,167","15,489","197,172","1,176,420",130211,200536,207277,95735,30877,11398,5536,2235,1270,1839,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season
1,"60,591","779,993","16,121","45,069","126,657","1,028,431",44505,66387,145675,181405,96635,48425,30114,15861,10525,13798,"Kanojo, Okarishimasu"
2,"79,858","649,414","20,560","57,554","143,610","950,996",41491,60800,116884,146951,85507,43017,23609,10531,4980,3223,The God of High School
3,"58,215","655,023","11,182","20,730","103,776","848,926",45697,57648,122535,148279,69471,29982,12522,5457,2748,2058,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou"
4,"93,233","539,518","32,078","24,543","129,243","818,615",40335,77651,154741,107665,33269,12108,4628,1647,756,683,Enen no Shouboutai: Ni no Shou
5,"51,486","521,729","16,143","10,580","167,702","767,640",91363,118724,120668,58359,19920,7794,3580,1565,735,1268,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan
6,"67,246","373,149","35,726","25,806","196,776","698,703",44621,93218,113376,56332,17556,6623,2585,975,415,697,Great Pretender
7,"32,196","503,415","6,816","9,606","95,485","647,518",51099,55148,94160,86709,41269,18781,11277,5663,3358,5179,Sword Art Online: Alicization - War of Underworld 2nd Season
8,"39,000","330,109","11,450","27,801","91,532","499,892",16274,21563,55947,86943,46950,22943,10037,4602,2593,2584,Uzaki-chan wa Asobitai!
9,"25,381","162,454","11,007","22,185","90,421","311,448",7298,16447,40167,43040,18630,8205,3301,1247,567,481,Deca-Dence
10,"20,942","137,026","5,761","17,800","52,183","233,712",5114,5409,13523,29936,25871,14387,6373,2900,1646,1172,Monster Musume no Oishasan
11,"23,798","109,709","5,689","23,070","50,906","213,172",6599,2901,6357,13626,19993,17884,11339,6724,4777,4153,Peter Grill to Kenja no Jikan
12,"17,868","66,316","5,792","16,962","44,206","151,144",2578,2093,4164,9707,13283,11066,6788,3908,2331,1740,Dokyuu Hentai HxEros
13,"5,562","41,898","2,378","3,112","30,857","83,807",1430,2392,7492,12122,5469,2057,733,256,87,91,No Guns Life 2nd Season
14,"5,595","18,050","1,852","19,119","24,644","69,260",411,238,538,1271,2035,2934,4364,3846,3856,4815,Gibiate
15,"6,912","21,855","2,551","5,569","27,844","64,731",1122,976,1919,3890,4623,3267,1735,771,420,312,Koi to Producer: EVOL×LOVE
16,"4,525","18,725","1,737","4,534","18,810","48,331",968,1257,2492,4468,3675,2405,925,431,173,162,Lapis Re:LiGHTs
17,"1,923","9,906",731,944,"13,733","27,237",341,453,1305,2491,1524,615,201,94,39,44,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season
18,"1,154","9,960",410,"1,054","5,384","17,962",430,328,1069,1794,2137,1280,413,202,99,104,Umayon
19,"1,185","4,673",348,"3,095","8,062","17,363",105,49,155,260,433,571,748,817,827,1409,Ninja Collection
20,314,"1,071",118,655,"3,183","5,341",39,7,22,46,92,126,135,116,111,138,Chou Futsuu Toshi Kashiwa Densetsu R
21,61,193,37,170,792,"1,253",13,1,6,16,17,29,18,11,17,20,Get Up! Get Live! #Geragera
22,53,297,36,143,404,933,23,4,9,19,24,53,25,21,20,29,Hulaing Babies Aratame: Staying Babies
23,86,166,115,184,287,838,21,8,4,10,30,40,28,17,7,25,Obake Zukan
24,41,82,17,134,174,448,17,2,3,5,11,8,7,1,4,9,Taeko no Nichijou 2nd Season
25,47,57,14,119,103,340,17,2,2,7,5,10,5,2,3,7,Pororo Donghwanala
26,15,50,11,88,104,268,13,,1,1,4,6,2,,2,3,Lalalacoco II
27,7,86,7,79,69,248,13,,3,5,12,4,3,4,3,7,Xi Yangyang Yu Hui Tailang: Yiguo Da Yingjiu
28,15,56,8,62,76,217,10,1,1,1,4,4,2,1,2,4,Pittanko!! Nekozakana (2020)
29,2,70,9,66,39,186,17,1,1,2,7,4,5,1,1,5,Beuledeu Ibalso 2
30,27,0,15,82,50,174,4,,,1,,2,1,,,1,Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi
31,7,46,3,49,50,155,11,1,,,5,,3,2,1,6,Mabeobsonyeo Dee Dee
32,5,33,2,45,34,119,7,,,,2,1,2,2,,5,Hello Carbot Season 9
33,4,42,4,34,31,115,9,,,,3,5,4,2,,2,Robocar Poli: Song Song Museum
34,4,32,2,38,34,110,8,,,,4,1,2,1,,2,Miniforce: Super Dino Power Part 2
35,5,30,3,35,35,108,6,1,,,2,,2,1,1,3,Hero Circle
36,3,13,1,28,24,69,1,,,,,1,1,,,1,Zhongxiao Zhi Bang Bang da
37,"1,756,853",50,"301,951","197,739","224,419","2,481,012",642642,291874,227734,130226,53254,28268,12351,5807,4209,13651,One Piece
38,"502,490","687,119","147,972","149,235","273,629","1,760,445",156844,187259,246688,168582,67381,35169,19429,9594,5681,6779,Black Clover
39,"377,683","74,760","116,981","230,495","92,223","892,142",24511,21349,45825,83788,86540,66447,50377,27838,19017,29352,Boruto: Naruto Next Generations
